rowid,orderid,orderdate,shipdate,shipmode,customerid,customername,segment_x,country,city,state,postalcode,region,productid,category,sub-category,productname,sales,quantity,discount,profit,rscore,fscore,mscore,segment_y
346,CA-2016-183307,2017-06-12,2017-06-15,Same Day,CG-62150,Kate Taylor,Home Office,United States,Denver,Arizona,94012,West,PRD-4607,Technology,Accessories,Accessories Item,4471.0,5,0.37,1759.91,5,3,5,Loyal
347,CA-2017-192708,2015-03-29,2015-04-08,Same Day,CG-39110,David Brown,Corporate,United States,Kansas City,Iowa,63330,Central,PRD-8702,Technology,Computers,HP Desktop,4851.78,5,0.01,436.57,2,2,5,At Risk
348,CA-2015-157080,2015-03-25,2015-04-08,Same Day,CG-85584,John Smith,Consumer,United States,Nashville,Alabama,71156,South,PRD-4065,Furniture,Furnishings,Furnishings Item,4733.55,7,0.28,1649.04,2,5,5,At Risk
349,CA-2015-196180,2014-10-01,2014-10-09,Standard Class,CG-26809,Amy Martinez,Corporate,United States,Phoenix,Colorado,15697,West,PRD-5630,Technology,Accessories,Accessories Item,2838.25,4,0.44,17.06,1,1,3,At Risk
350,CA-2016-180728,2016-09-06,2016-09-19,Second Class,CG-17097,Amy Martinez,Corporate,United States,Philadelphia,Connecticut,65058,East,PRD-2453,Furniture,Tables,Computer Table,4429.16,4,0.12,-440.22,4,1,5,Regular
351,CA-2017-160931,2014-11-10,2014-11-16,First Class,CG-78909,Amy Martinez,Consumer,United States,Los Angeles,Colorado,61361,West,PRD-8115,Technology,Computers,Dell Laptop,4939.2,4,0.14,717.5,1,4,5,At Risk
352,CA-2017-195817,2016-07-20,2016-07-31,Second Class,CG-65466,Tom Anderson,Corporate,United States,Boston,Maine,84949,East,PRD-4416,Furniture,Furnishings,Furnishings Item,4433.59,10,0.4,187.06,4,3,5,Loyal
353,CA-2016-142245,2017-05-25,2017-06-07,Same Day,CG-72694,John Smith,Home Office,United States,Kansas City,Indiana,19757,Central,PRD-7851,Technology,Computers,Dell Laptop,353.76,10,0.38,54.29,5,4,1,Loyal
354,CA-2015-111359,2016-02-05,2016-02-06,First Class,CG-80879,Kate Taylor,Consumer,United States,New York,Delaware,53152,East,PRD-7230,Technology,Machines,Machines Item,683.37,10,0.33,219.36,3,4,1,Loyal
355,CA-2016-159087,2016-05-01,2016-05-02,First Class,CG-14268,Amy Martinez,Home Office,United States,Atlanta,Alabama,13653,South,PRD-6713,Technology,Computers,Apple MacBook,1507.52,5,0.28,-100.46,3,1,2,Regular
356,CA-2015-198366,2017-12-08,2017-12-10,Second Class,CG-75860,Sarah Williams,Corporate,United States,Los Angeles,Nevada,87664,West,PRD-3950,Office Supplies,Labels,Labels Item,1974.14,9,0.31,232.64,5,4,2,Loyal
357,CA-2017-174691,2017-01-29,2017-02-09,Second Class,CG-55519,Sarah Williams,Corporate,United States,Miami,Florida,24134,South,PRD-8947,Office Supplies,Paper,Cardstock,755.94,6,0.4,203.36,4,3,1,Loyal
358,CA-2017-144092,2016-08-22,2016-09-04,First Class,CG-61605,Kate Taylor,Consumer,United States,Seattle,California,17134,West,PRD-6851,Office Supplies,Storage,Storage Item,4964.56,4,0.26,109.37,4,3,5,Loyal
359,CA-2014-164789,2017-01-05,2017-01-19,Standard Class,CG-99959,Amy Martinez,Corporate,United States,Miami,Kentucky,19556,South,PRD-5840,Technology,Accessories,Accessories Item,3956.93,3,0.09,-260.63,4,5,4,Champion
360,CA-2016-123834,2017-09-22,2017-09-30,Same Day,CG-32911,Amy Martinez,Consumer,United States,Denver,Arizona,85882,West,PRD-5706,Furniture,Tables,Conference Table,3347.83,1,0.25,1321.92,5,2,4,Regular
361,CA-2017-127802,2015-03-24,2015-03-25,Second Class,CG-69925,Chris Wilson,Consumer,United States,Chicago,Illinois,14370,Central,PRD-6331,Office Supplies,Storage,Storage Item,4808.26,9,0.26,493.75,2,4,5,At Risk
362,CA-2016-133862,2015-05-22,2015-05-24,First Class,CG-25776,Amy Martinez,Home Office,United States,Los Angeles,Colorado,26716,West,PRD-2897,Furniture,Furnishings,Furnishings Item,1610.29,10,0.07,218.94,2,1,2,At Risk
363,CA-2016-136655,2017-10-25,2017-11-08,Second Class,CG-77922,Jane Doe,Home Office,United States,Chicago,Kansas,49514,Central,PRD-6224,Furniture,Furnishings,Furnishings Item,3559.93,6,0.01,123.64,5,4,4,Champion
364,CA-2016-172848,2017-05-05,2017-05-08,First Class,CG-70302,Kate Taylor,Consumer,United States,Los Angeles,Arizona,98809,West,PRD-7522,Technology,Phones,Samsung Galaxy,4744.32,4,0.38,92.43,5,4,5,Champion
365,CA-2014-167715,2014-06-17,2014-06-25,Standard Class,CG-51373,Kate Taylor,Corporate,United States,Chicago,Michigan,48655,Central,PRD-9014,Technology,Computers,HP Desktop,424.53,3,0.38,157.49,1,3,1,At Risk
366,CA-2015-111221,2016-12-12,2016-12-20,Second Class,CG-11103,John Smith,Consumer,United States,Los Angeles,Nevada,90911,West,PRD-4847,Technology,Accessories,Accessories Item,3018.03,7,0.21,283.03,4,1,3,Regular
367,CA-2015-194381,2016-07-03,2016-07-04,First Class,CG-11549,Sarah Williams,Consumer,United States,Phoenix,California,96471,West,PRD-5389,Furniture,Bookcases,Bookcases Item,3998.6,4,0.17,-169.1,4,1,4,Regular
368,CA-2017-164038,2016-12-17,2016-12-24,Second Class,CG-98356,Tom Anderson,Corporate,United States,Kansas City,Kansas,70844,Central,PRD-1996,Technology,Computers,HP Desktop,89.62,9,0.24,2.85,4,5,1,Loyal
369,CA-2015-190519,2017-12-12,2017-12-16,First Class,CG-37623,David Brown,Corporate,United States,Phoenix,Oregon,23274,West,PRD-5286,Technology,Machines,Machines Item,4456.33,10,0.09,1381.79,5,2,5,Regular
370,CA-2017-184659,2016-01-11,2016-01-23,Same Day,CG-59732,Kate Taylor,Corporate,United States,Dallas,Alabama,77792,South,PRD-7737,Technology,Machines,Machines Item,2094.52,1,0.37,-11.26,3,3,3,Loyal
371,CA-2017-158743,2014-06-09,2014-06-12,First Class,CG-86153,Tom Anderson,Consumer,United States,Miami,Kentucky,24156,South,PRD-7966,Office Supplies,Storage,Storage Item,853.61,3,0.36,141.64,1,5,1,At Risk
372,CA-2014-112196,2017-03-01,2017-03-12,First Class,CG-23205,Sarah Williams,Corporate,United States,Milwaukee,Illinois,18853,Central,PRD-1895,Office Supplies,Pens,Pens Item,4257.75,2,0.21,1079.73,4,1,5,Regular
373,CA-2016-129045,2014-08-18,2014-08-23,First Class,CG-52655,John Smith,Consumer,United States,New York,Massachusetts,93540,East,PRD-4587,Office Supplies,Storage,Storage Item,968.2,10,0.35,255.41,1,3,2,At Risk
374,CA-2017-190673,2014-05-07,2014-05-10,First Class,CG-57395,Mike Johnson,Corporate,United States,Dallas,Florida,73097,South,PRD-8334,Office Supplies,Binders,Presentation Binder,1408.43,10,0.14,-38.9,1,3,2,At Risk
375,CA-2015-140135,2017-01-26,2017-02-09,Same Day,CG-90318,Mike Johnson,Home Office,United States,San Francisco,California,28045,West,PRD-3728,Office Supplies,Paper,Specialty Paper,2606.95,5,0.1,-112.04,4,5,3,Loyal
376,CA-2016-162031,2016-11-01,2016-11-06,Standard Class,CG-44039,John Smith,Consumer,United States,Detroit,Illinois,50850,Central,PRD-2807,Technology,Computers,Apple MacBook,4580.47,8,0.2,-895.2,4,2,5,Regular
377,CA-2016-155771,2015-02-19,2015-02-21,Same Day,CG-34530,Lisa Davis,Home Office,United States,Seattle,Oregon,50788,West,PRD-3117,Technology,Machines,Machines Item,2453.15,2,0.42,-39.32,2,2,3,At Risk
378,CA-2016-146112,2017-03-18,2017-03-29,Standard Class,CG-81901,John Smith,Home Office,United States,Baltimore,Delaware,50458,East,PRD-1345,Technology,Phones,Google Pixel,4530.03,2,0.3,787.81,5,4,5,Champion
379,CA-2017-135509,2017-01-04,2017-01-10,Standard Class,CG-44452,Mike Johnson,Consumer,United States,Houston,Florida,11059,South,PRD-6460,Office Supplies,Binders,Sheet Protectors,269.54,4,0.28,88.05,4,2,1,Regular
380,CA-2016-132951,2014-11-03,2014-11-08,Same Day,CG-41082,John Smith,Home Office,United States,New York,Connecticut,76467,East,PRD-2039,Office Supplies,Labels,Labels Item,1201.63,7,0.05,404.13,1,2,2,At Risk
381,CA-2015-115814,2014-12-03,2014-12-05,Second Class,CG-45311,Kate Taylor,Home Office,United States,Indianapolis,Kansas,35612,Central,PRD-4448,Technology,Phones,Google Pixel,1540.11,4,0.24,453.71,2,2,2,At Risk
382,CA-2015-141359,2015-11-03,2015-11-09,Standard Class,CG-71780,Kate Taylor,Consumer,United States,Boston,Delaware,54767,East,PRD-4251,Office Supplies,Labels,Labels Item,2250.17,4,0.1,-349.44,3,4,3,Loyal
383,CA-2014-197370,2016-12-01,2016-12-12,Same Day,CG-90358,David Brown,Consumer,United States,Baltimore,Maryland,88612,East,PRD-4757,Furniture,Furnishings,Furnishings Item,2170.42,8,0.12,649.91,4,5,3,Loyal
384,CA-2015-125105,2016-06-23,2016-07-04,First Class,CG-54970,Lisa Davis,Corporate,United States,Nashville,Kentucky,53995,South,PRD-6431,Office Supplies,Paper,Cardstock,211.87,10,0.02,73.8,3,3,1,Loyal
385,CA-2015-196810,2014-08-27,2014-08-30,Same Day,CG-57962,Jane Doe,Home Office,United States,Houston,Georgia,31270,South,PRD-5074,Office Supplies,Paper,Specialty Paper,3752.49,3,0.17,598.15,1,3,4,At Risk
386,CA-2017-136241,2017-10-25,2017-10-26,Standard Class,CG-34105,John Smith,Corporate,United States,Chicago,Kansas,75002,Central,PRD-9627,Furniture,Chairs,Executive Chair,3801.23,3,0.24,-384.35,5,2,4,Regular
387,CA-2016-113176,2015-02-25,2015-03-04,Second Class,CG-75374,Jane Doe,Consumer,United States,New York,Connecticut,40182,East,PRD-8944,Furniture,Furnishings,Furnishings Item,2295.86,4,0.12,-184.84,2,4,3,At Risk
388,CA-2015-138829,2017-04-09,2017-04-20,Second Class,CG-65567,Chris Wilson,Home Office,United States,San Francisco,Oregon,41328,West,PRD-5939,Furniture,Tables,Training Table,410.42,5,0.17,123.05,5,3,1,Loyal
389,CA-2015-147301,2016-09-28,2016-10-03,Second Class,CG-37594,Mike Johnson,Corporate,United States,Denver,Colorado,36911,West,PRD-5051,Furniture,Tables,Computer Table,2760.86,2,0.11,0.47,4,2,3,Regular
390,CA-2015-139618,2014-07-06,2014-07-18,First Class,CG-64931,Mike Johnson,Corporate,United States,Los Angeles,California,57555,West,PRD-3025,Furniture,Bookcases,Bookcases Item,661.94,1,0.48,-38.65,1,3,1,At Risk
391,CA-2014-192801,2016-11-11,2016-11-23,Same Day,CG-58799,David Brown,Corporate,United States,Indianapolis,Illinois,13934,Central,PRD-3149,Office Supplies,Storage,Storage Item,4891.46,4,0.01,1350.39,4,3,5,Loyal
392,CA-2015-135954,2016-07-01,2016-07-14,Same Day,CG-57851,Kate Taylor,Consumer,United States,Indianapolis,Indiana,67725,Central,PRD-2391,Technology,Machines,Machines Item,3124.61,5,0.04,-463.67,3,3,4,Loyal
393,CA-2014-107146,2014-04-24,2014-04-28,Second Class,CG-62506,Kate Taylor,Home Office,United States,Philadelphia,Massachusetts,15754,East,PRD-7805,Furniture,Chairs,Ergonomic Chair,3675.86,7,0.28,68.13,1,3,4,At Risk
394,CA-2016-191411,2016-07-17,2016-07-24,First Class,CG-46651,Kate Taylor,Corporate,United States,Detroit,Indiana,47237,Central,PRD-9875,Furniture,Chairs,Ergonomic Chair,105.87,10,0.07,3.89,4,2,1,Regular
395,CA-2015-183606,2014-09-28,2014-10-09,Second Class,CG-69077,Tom Anderson,Home Office,United States,Philadelphia,Delaware,32843,East,PRD-7408,Technology,Computers,Dell Laptop,1909.55,10,0.21,-280.85,1,4,2,At Risk
396,CA-2017-113446,2016-11-17,2016-11-19,Standard Class,CG-33578,Mike Johnson,Consumer,United States,Miami,Kentucky,33401,South,PRD-6303,Furniture,Bookcases,Bookcases Item,4523.63,7,0.02,-107.71,4,2,5,Regular
397,CA-2014-175243,2016-04-30,2016-05-12,Same Day,CG-84895,Amy Martinez,Consumer,United States,New York,Connecticut,44313,East,PRD-1383,Office Supplies,Labels,Labels Item,1906.28,8,0.23,-258.28,3,5,2,Loyal
398,CA-2016-161524,2016-07-24,2016-07-26,First Class,CG-27188,Kate Taylor,Corporate,United States,Detroit,Illinois,59666,Central,PRD-8518,Office Supplies,Pens,Pens Item,189.56,4,0.27,56.22,4,1,1,Regular
399,CA-2017-157733,2017-02-28,2017-03-01,Second Class,CG-85483,Lisa Davis,Corporate,United States,Detroit,Iowa,49986,Central,PRD-8723,Furniture,Chairs,Task Chair,3362.8,4,0.37,-264.39,4,5,5,Champion
400,CA-2016-124164,2014-04-29,2014-05-03,First Class,CG-99916,John Smith,Home Office,United States,Seattle,California,58804,West,PRD-8037,Office Supplies,Pens,Pens Item,3487.31,2,0.05,-244.26,1,5,4,At Risk
401,CA-2014-133092,2017-02-18,2017-02-26,Standard Class,CG-39958,Jane Doe,Consumer,United States,Hartford,Massachusetts,66848,East,PRD-5563,Furniture,Tables,Training Table,1684.82,2,0.49,-161.56,4,2,2,Regular
402,CA-2017-114953,2016-08-04,2016-08-06,Standard Class,CG-23090,David Brown,Home Office,United States,Detroit,Illinois,27143,Central,PRD-9736,Office Supplies,Pens,Pens Item,4017.7,7,0.27,689.55,4,1,4,Regular
403,CA-2014-152521,2017-10-09,2017-10-12,Same Day,CG-45382,Lisa Davis,Consumer,United States,Hartford,Delaware,59570,East,PRD-1282,Technology,Computers,HP Desktop,4269.6,8,0.36,-304.51,5,2,5,Regular
404,CA-2017-109710,2015-09-24,2015-10-04,First Class,CG-40907,Lisa Davis,Home Office,United States,Nashville,Florida,66300,South,PRD-7106,Office Supplies,Storage,Storage Item,3922.76,8,0.11,202.77,3,2,4,Regular
405,CA-2014-119887,2014-02-14,2014-02-18,Second Class,CG-82789,Chris Wilson,Consumer,United States,Hartford,Connecticut,86981,East,PRD-4671,Technology,Phones,Samsung Galaxy,2041.9,3,0.11,483.33,1,4,3,At Risk
406,CA-2015-173772,2016-03-21,2016-03-30,Second Class,CG-66651,Jane Doe,Corporate,United States,Philadelphia,Massachusetts,29472,East,PRD-4802,Technology,Phones,Samsung Galaxy,1717.22,7,0.19,636.01,3,4,2,Loyal
407,CA-2016-111164,2015-06-06,2015-06-17,Second Class,CG-59923,Chris Wilson,Consumer,United States,Atlanta,Arkansas,92504,South,PRD-8811,Office Supplies,Pens,Pens Item,4715.1,10,0.02,-667.53,2,3,5,At Risk
408,CA-2015-115525,2014-01-07,2014-01-15,Same Day,CG-35698,Tom Anderson,Consumer,United States,Nashville,Arkansas,86556,South,PRD-6089,Technology,Phones,Google Pixel,3598.39,7,0.01,1004.97,1,2,4,At Risk
409,CA-2017-179471,2015-03-23,2015-03-24,Standard Class,CG-29116,Jane Doe,Corporate,United States,Los Angeles,California,71691,West,PRD-2370,Office Supplies,Paper,Specialty Paper,2766.39,1,0.29,189.21,2,1,3,At Risk
410,CA-2015-168494,2017-03-30,2017-03-31,Second Class,CG-29601,David Brown,Home Office,United States,Milwaukee,Indiana,60871,Central,PRD-9025,Furniture,Tables,Conference Table,2449.26,9,0.06,-23.53,5,1,3,Regular
411,CA-2017-159049,2014-05-30,2014-06-11,Same Day,CG-71995,Amy Martinez,Home Office,United States,Nashville,Georgia,70852,South,PRD-3315,Technology,Computers,Dell Laptop,1340.7,5,0.14,-255.22,1,4,2,At Risk
412,CA-2017-138974,2014-04-03,2014-04-09,Same Day,CG-11276,Mike Johnson,Consumer,United States,Philadelphia,Maine,78875,East,PRD-8758,Office Supplies,Labels,Labels Item,4567.65,4,0.29,787.75,1,1,5,At Risk
413,CA-2017-140026,2016-05-17,2016-05-31,Same Day,CG-33148,Jane Doe,Corporate,United States,Denver,Nevada,45171,West,PRD-9084,Technology,Computers,Dell Laptop,4594.69,8,0.22,1707.56,3,2,5,Regular
414,CA-2014-179905,2015-12-07,2015-12-09,Same Day,CG-65249,David Brown,Home Office,United States,Los Angeles,Oregon,37158,West,PRD-6102,Office Supplies,Storage,Storage Item,433.13,7,0.1,-47.73,3,3,1,Loyal
415,CA-2014-199973,2017-12-05,2017-12-19,Same Day,CG-75483,Lisa Davis,Corporate,United States,Baltimore,Delaware,40721,East,PRD-3467,Technology,Machines,Machines Item,3334.45,9,0.17,1062.21,5,4,4,Champion
416,CA-2015-181987,2014-05-11,2014-05-18,Same Day,CG-27625,Tom Anderson,Corporate,United States,Seattle,California,65708,West,PRD-7660,Furniture,Bookcases,Bookcases Item,1599.88,6,0.12,450.25,1,1,2,At Risk
417,CA-2015-134687,2017-01-13,2017-01-25,Standard Class,CG-92660,Chris Wilson,Home Office,United States,San Francisco,Oregon,59034,West,PRD-4427,Furniture,Bookcases,Bookcases Item,2548.87,6,0.06,-76.24,4,5,3,Loyal
418,CA-2014-120585,2014-05-04,2014-05-07,Standard Class,CG-77765,Tom Anderson,Consumer,United States,Atlanta,Kentucky,27606,South,PRD-9938,Technology,Accessories,Accessories Item,576.49,1,0.4,150.96,1,4,1,At Risk
419,CA-2015-122782,2014-05-22,2014-05-30,Second Class,CG-79990,Sarah Williams,Corporate,United States,Kansas City,Iowa,78002,Central,PRD-4862,Office Supplies,Pens,Pens Item,4055.67,8,0.4,-599.09,1,4,4,At Risk
420,CA-2014-120517,2016-08-24,2016-08-26,First Class,CG-51383,Sarah Williams,Corporate,United States,Nashville,Arkansas,15392,South,PRD-8913,Office Supplies,Storage,Storage Item,4033.07,9,0.27,1071.99,4,5,5,Champion
421,CA-2014-153545,2014-03-06,2014-03-10,Standard Class,CG-73782,Kate Taylor,Consumer,United States,Phoenix,Oregon,54089,West,PRD-7974,Technology,Phones,iPhone,544.18,10,0.31,-50.94,1,4,1,At Risk
422,CA-2017-190357,2015-08-11,2015-08-18,First Class,CG-49326,John Smith,Consumer,United States,Denver,Nevada,66689,West,PRD-3085,Technology,Phones,Samsung Galaxy,381.33,7,0.38,11.35,2,3,1,At Risk
423,CA-2017-138175,2016-04-17,2016-04-19,Second Class,CG-42895,Jane Doe,Home Office,United States,Denver,Colorado,51552,West,PRD-2990,Furniture,Tables,Computer Table,1873.21,8,0.02,220.15,3,2,2,Regular
424,CA-2014-130340,2015-01-04,2015-01-16,Standard Class,CG-83680,Kate Taylor,Consumer,United States,Atlanta,Georgia,33536,South,PRD-2862,Furniture,Tables,Training Table,778.49,10,0.34,310.27,2,5,1,At Risk
425,CA-2016-192662,2014-10-05,2014-10-18,Standard Class,CG-84427,Tom Anderson,Home Office,United States,Seattle,California,94587,West,PRD-9113,Furniture,Furnishings,Furnishings Item,4009.27,4,0.27,872.61,1,5,4,At Risk
426,CA-2016-192141,2017-08-06,2017-08-08,Second Class,CG-16253,Jane Doe,Home Office,United States,Chicago,Iowa,48603,Central,PRD-3291,Furniture,Furnishings,Furnishings Item,3896.59,6,0.33,445.12,5,1,4,Regular
427,CA-2017-109329,2017-08-15,2017-08-17,Second Class,CG-62219,Amy Martinez,Corporate,United States,Detroit,Iowa,22898,Central,PRD-7543,Technology,Accessories,Accessories Item,4319.82,3,0.35,591.35,5,3,5,Loyal
428,CA-2015-134675,2016-05-10,2016-05-16,First Class,CG-22972,Kate Taylor,Consumer,United States,Indianapolis,Illinois,15017,Central,PRD-2926,Furniture,Bookcases,Bookcases Item,58.13,2,0.0,9.48,3,1,1,Regular
429,CA-2015-155723,2016-02-06,2016-02-12,First Class,CG-31409,David Brown,Consumer,United States,New York,Maine,98487,East,PRD-5441,Office Supplies,Pens,Pens Item,77.1,10,0.42,23.2,3,2,1,Regular
430,CA-2014-171376,2016-02-23,2016-02-28,Second Class,CG-17869,Chris Wilson,Corporate,United States,Houston,Florida,99592,South,PRD-7088,Technology,Machines,Machines Item,4036.86,7,0.41,1028.02,3,1,4,Regular
431,CA-2015-184886,2016-07-07,2016-07-10,Standard Class,CG-38241,Kate Taylor,Corporate,United States,Nashville,Arkansas,28070,South,PRD-5754,Technology,Computers,Dell Laptop,4352.1,3,0.11,-852.86,4,2,5,Regular
432,CA-2015-134816,2016-02-13,2016-02-20,Same Day,CG-43330,Lisa Davis,Consumer,United States,Houston,Alabama,46942,South,PRD-7082,Technology,Computers,Apple MacBook,3091.13,7,0.21,51.29,3,2,4,Regular
433,CA-2015-109359,2016-02-09,2016-02-22,First Class,CG-72460,David Brown,Home Office,United States,Dallas,Georgia,86015,South,PRD-8735,Technology,Machines,Machines Item,789.66,4,0.17,-46.59,3,4,1,Loyal
434,CA-2014-121747,2014-06-14,2014-06-28,Second Class,CG-92557,Tom Anderson,Consumer,United States,Milwaukee,Kansas,29566,Central,PRD-3217,Office Supplies,Paper,Cardstock,3134.37,4,0.04,340.25,1,5,4,At Risk
435,CA-2016-177993,2017-10-30,2017-11-12,Standard Class,CG-22622,Kate Taylor,Consumer,United States,San Francisco,California,37508,West,PRD-1160,Furniture,Furnishings,Furnishings Item,4358.03,6,0.29,586.95,5,5,5,Champion
436,CA-2016-157560,2017-09-17,2017-10-01,Standard Class,CG-68963,Kate Taylor,Corporate,United States,Phoenix,California,86939,West,PRD-3936,Office Supplies,Storage,Storage Item,2309.21,6,0.46,600.84,5,4,3,Loyal
437,CA-2014-161433,2017-01-09,2017-01-12,First Class,CG-53864,Lisa Davis,Home Office,United States,Seattle,Nevada,21255,West,PRD-2098,Furniture,Furnishings,Furnishings Item,4368.27,7,0.14,180.48,4,3,5,Loyal
438,CA-2016-191715,2014-09-30,2014-10-11,First Class,CG-44048,Mike Johnson,Corporate,United States,Dallas,Arkansas,64747,South,PRD-4074,Furniture,Bookcases,Bookcases Item,3932.8,5,0.21,1313.99,1,2,4,At Risk
439,CA-2017-135683,2017-08-31,2017-09-11,Same Day,CG-57312,Kate Taylor,Consumer,United States,Baltimore,Maryland,83196,East,PRD-8513,Furniture,Chairs,Ergonomic Chair,538.11,4,0.17,194.31,5,3,1,Loyal
440,CA-2017-157377,2015-12-14,2015-12-17,First Class,CG-57226,Kate Taylor,Home Office,United States,Detroit,Iowa,85695,Central,PRD-8679,Office Supplies,Binders,3-Ring Binder,618.67,5,0.18,83.18,3,3,1,Loyal
441,CA-2014-178385,2014-08-31,2014-09-02,Same Day,CG-83446,Amy Martinez,Corporate,United States,Boston,Maine,75509,East,PRD-6741,Technology,Computers,Dell Laptop,3523.7,4,0.23,1225.32,1,5,4,At Risk
442,CA-2014-156626,2015-01-01,2015-01-10,Second Class,CG-83071,Tom Anderson,Home Office,United States,Miami,Florida,64938,South,PRD-1231,Technology,Computers,HP Desktop,1005.61,7,0.35,267.01,2,4,2,At Risk
443,CA-2016-179129,2017-01-05,2017-01-15,First Class,CG-43779,Amy Martinez,Home Office,United States,Phoenix,Nevada,49274,West,PRD-5656,Furniture,Bookcases,Bookcases Item,3732.86,10,0.01,185.34,4,2,4,Regular
